,value
2081-04,-0.23329353403654274
2081-05,0.0006315569853221903
2081-06,-0.058304302325384194
2081-07,-0.21646578659179988
2081-08,-0.3204280244148633
2081-09,-0.16297209662318393
2081-10,0.0034764279891684458
2081-11,-0.07552867125623758
2081-12,-0.128847341593958
2082-01,-0.17163901598171863
2082-02,-0.14384587527542356
2082-03,-0.13721322971571392
2082-04,0.04260147452784652
2082-05,-0.04679667142619815
2082-06,0.032746166915459854
2082-07,-0.04037708548489502
2082-08,-0.00030845377683566544
2082-09,-0.049145060585904954
2082-10,0.04154626874086889
2082-11,-0.001088389085196713
2082-12,-0.04367718666399433
2083-01,0.03417912062647921
2083-02,-0.0760602256858502
2083-03,-0.14186981218961822
2083-04,-0.15660249650218588
2083-05,0.004274874709756403
2083-06,0.03615669220062176
2083-07,0.019775557642251237
2083-08,0.18803029570304258
2083-09,0.005511938441694925
2083-10,0.16084205243372673
2083-11,0.22277294210540982
2083-12,0.23721450692974733
2084-01,0.12522786319916665
2084-02,0.12653675073860388
2084-03,0.3513984984127066
2084-04,0.24462763265756637
2084-05,0.2733060710162371
2084-06,0.18686270911294933
2084-07,0.43276620709896046
2084-08,0.3300918592076505
2084-09,0.3100220956103834
2084-10,0.44371009544262563
2084-11,0.4940349296980338
2084-12,0.5689796537077855
2085-01,0.5963534896784962
2085-02,0.628449539012881
2085-03,0.4924788820039844
2085-04,0.4398460197040379
2085-05,0.4544306777670915
2085-06,0.3589460015580866
2085-07,0.5828752941865221
2085-08,0.609978394366966
2085-09,0.6767056303897433
2085-10,0.5328579307048549
2085-11,0.4778059696061257
2085-12,0.5399547362535363
2086-01,0.6970574899966249
2086-02,0.6286025014450067
2086-03,0.5886223497644004
2086-04,0.7428208050363188
2086-05,0.6790440400249859
2086-06,0.7081879250671894
2086-07,0.6704467622568819
2086-08,0.8754090053473114
2086-09,0.6176443145527087
2086-10,0.5826493581469808
2086-11,0.593486223411649
2086-12,0.6707396861016524
2087-01,0.5308380540099682
2087-02,0.5635029532325545
2087-03,0.638029426306236
2087-04,0.7178423272591505
2087-05,0.856708921093227
2087-06,0.7292548108518138
2087-07,0.6744247211846581
2087-08,0.5352870012418047
2087-09,0.4656320536490117
2087-10,0.582399954514278
2087-11,0.46738893429534606
2087-12,0.49766911435534344
2088-01,0.517837038637465
2088-02,0.5628702971696952
2088-03,0.4854874863263951
2088-04,0.5719722980609958
2088-05,0.4506202934292685
2088-06,0.5553883090834287
2088-07,0.5840140983548472
2088-08,0.4053120851359837
2088-09,0.36664739817463204
2088-10,0.46157356490408225
2088-11,0.33744814695353864
2088-12,0.28493132290345674
2089-01,0.20874641153516882
2089-02,0.10590834713949032
2089-03,0.20170948103033187
2089-04,0.13985894981100627
2089-05,0.12548220295406304
2089-06,0.22634446406857722
2089-07,0.21412395943432203
2089-08,0.09413438807989792
2089-09,0.04936109510667643
2089-10,0.0859917918221579
2089-11,-0.060429576757590364
2089-12,0.011358058671394448
2090-01,-0.05992580173627018
2090-02,0.08268513645752715
2090-03,-0.10384920204192957
2090-04,0.049535824181414195
2090-05,-0.14375644235191146
2090-06,-0.17255094101189708
2090-07,-0.32184120048484977
2090-08,-0.2605833158024284
2090-09,-0.19860409607743063
2090-10,-0.4184195765540171
2090-11,-0.2866736627296152
2090-12,-0.23315253167263297
2091-01,-0.3888078956457537
2091-02,-0.49826988804888456
2091-03,-0.3650184987773025
2091-04,-0.5821952369160659
2091-05,-0.6688456439915668
2091-06,-0.5632312996743504
2091-07,-0.6803971522372481
2091-08,-0.7921276134453988
2091-09,-0.49643293927085963
2091-10,-0.9758591512092194
2091-11,-0.7133756542726355
2091-12,-0.7729064109586463
2092-01,-0.7873488987518253
2092-02,-0.8015963444920247
2092-03,-0.9519157436179287
2092-04,-1.228451399557673
2092-05,-0.9880672351634585
2092-06,-0.9955854539281348
2092-07,-1.2194754015350466
2092-08,-1.0640525750092789
2092-09,-1.0085437865492588
2092-10,-1.2812463293779894
2092-11,-1.4339910979365578
2092-12,-1.3327656460716069
2093-01,-1.3543838549922314
2093-02,-1.4197131469371604
2093-03,-1.2975908957758888
2093-04,-1.335191011694259
2093-05,-1.5054167999404702
2093-06,-1.2171932855472205
2093-07,-1.433030018776183
2093-08,-1.7318510617346028
2093-09,-1.4279489004581036
2093-10,-1.5818426796188951
2093-11,-1.6641783841380358
2093-12,-1.76297572337995
2094-01,-1.5034279946572349
2094-02,-1.5972232172445326
2094-03,-1.8810839805295179
2094-04,-1.862630697833941
2094-05,-1.7472800139061284
2094-06,-1.7467300511206094
2094-07,-1.9116434596964904
2094-08,-1.815611845925803
2094-09,-1.9802646328855915
2094-10,-1.8492359631062707
2094-11,-1.748619294507027
2094-12,-1.8722134241211998
2095-01,-1.586454126801991
2095-02,-1.7701333425092558
2095-03,-1.7574074943798785
2095-04,-1.9483184230273924
2095-05,-1.773618641663889
2095-06,-1.9508692972972888
2095-07,-1.757170266356064
2095-08,-1.9094317274361166
2095-09,-1.9301565980217692
2095-10,-1.8264593145406678
2095-11,-1.9530599714941668
2095-12,-1.701019074983509
2096-01,-1.9986955180624855
2096-02,-1.8598968891406809
2096-03,-1.9850598135325432
2096-04,-1.833899569274363
2096-05,-1.9344109885707683
2096-06,-1.8492449897744598
2096-07,-1.9016694931764098
2096-08,-1.958753529477128
2096-09,-1.8651909018146062
2096-10,-2.0156061157087
2096-11,-1.879639195526202
2096-12,-2.0080911153212484
2097-01,-1.9030064946786114
2097-02,-2.0668609070535453
2097-03,-1.8552998727943937
2097-04,-1.8146285772772341
2097-05,-1.9224865777995082
2097-06,-1.6843154665049476
2097-07,-1.7717235021214472
2097-08,-1.7102285350359998
2097-09,-1.7849889619549066
2097-10,-1.9595813735841703
2097-11,-1.7615775825969822
2097-12,-1.543394882639771
2098-01,-1.5250894739761403
2098-02,-1.5046614913665595
2098-03,-1.521531947263291
2098-04,-1.61632615724161
2098-05,-1.7212493627208802
2098-06,-1.6238413078709404
2098-07,-1.6275274004689648
2098-08,-1.4560745040205294
2098-09,-1.500325413981031
2098-10,-1.5086611958683929
2098-11,-1.5391560393312689
2098-12,-1.2337852875639415
2099-01,-1.2569142255166181
2099-02,-1.28929826984469
2099-03,-1.2772879762183904
2099-04,-1.3926564515497437
2099-05,-1.1821549242888405
2099-06,-1.149203779049733
2099-07,-1.2092068154966635
2099-08,-0.921644536467285
2099-09,-1.2763680917235538
2099-10,-1.041508290515472
2099-11,-1.1258300088533324
2099-12,-1.0825605662413185
2100-01,-0.9566927980159525
2100-02,-1.0014697867859859
2100-03,-0.6950511616293843
2100-04,-0.8954518820313384
2100-05,-0.7222256527027032
2100-06,-0.8164076175823692
2100-07,-0.720787052015648
2100-08,-0.7314977276185415
2100-09,-0.8924351314626747
2100-10,-0.7702985750643996
2100-11,-0.7014540337097149
2100-12,-0.6777375779896596
2101-01,-0.45466199357366255
2101-02,-0.7712289210083759
2101-03,-0.6244155446270934
2101-04,-0.43483553347125514
2101-05,-0.4446701486632074
2101-06,-0.5026635145110592
2101-07,-0.33972463281010906
2101-08,-0.4932620954882672
2101-09,-0.3188124525133122
2101-10,-0.28946773920024493
2101-11,-0.3523680724149185
2101-12,-0.4150856692232734
2102-01,-0.38799878039021785
2102-02,-0.2811904784486866
2102-03,-0.3399571868035006
2102-04,-0.32883726629771315
2102-05,-0.2219343021085919
2102-06,-0.12238433648828537
2102-07,-0.21926102185743218
2102-08,-0.12128540920146842
2102-09,0.13869374600709528
2102-10,-0.019596383660772612
2102-11,-0.0692887096096128
2102-12,-0.043442042384333066
2103-01,-0.008067343118997157
2103-02,-0.035979932985875374
2103-03,0.04820512792444369
2103-04,0.1495635386980193
2103-05,0.06635924390621539
2103-06,0.10969487601983478
2103-07,-0.07315468666048759
2103-08,0.10193045837528614
2103-09,0.07408108867606393
2103-10,-0.06456362331260211
2103-11,-0.008527168091800971
2103-12,0.2514875223747658
2104-01,0.02141214952553569
2104-02,0.15615209065449592
2104-03,0.02867750916740009
2104-04,0.1310110086513454
2104-05,-0.07473378394321634
2104-06,0.08492242520262752
2104-07,0.07114510132924248
2104-08,-0.03488210836498283
2104-09,0.30797581271233937
2104-10,0.0714530894485584
2104-11,0.019374720708632873
2104-12,-0.02360625387497038
2105-01,-0.08707837710182029
2105-02,-0.03296362903861813
2105-03,0.0006434901744223967
2105-04,0.012652897842978312
2105-05,0.023222510337842464
2105-06,-0.2572320611537678
2105-07,-0.01621294768948406
2105-08,-0.10262103694089181
2105-09,0.10537332246848372
2105-10,-0.04268751622174947
2105-11,-0.059295624339183894
2105-12,-0.27011846366599945
2106-01,-0.008821115477636213
2106-02,-0.11001584589639839
2106-03,-0.09151932280068348
2106-04,-0.06294530109540186
2106-05,-0.14747637081115073
2106-06,-0.13857774118507896
2106-07,-0.1468990349857433
2106-08,-0.15090297744229764
2106-09,-0.05435370110846602
2106-10,-0.3137365071820981
2106-11,-0.28209962434629254
2106-12,-0.3390713094595217
2107-01,-0.3248088026814846
2107-02,-0.41442395455164943
2107-03,-0.3759255441230737
2107-04,-0.4343709615621205
2107-05,-0.3565562521526785
2107-06,-0.3434333447941792
2107-07,-0.5222798957856204
2107-08,-0.5351337190599361
2107-09,-0.6046650346335849
2107-10,-0.491987356751262
2107-11,-0.507451530809614
2107-12,-0.6592565002738061
2108-01,-0.5976552099836763
2108-02,-0.5395783253308682
2108-03,-0.7386035058139059
2108-04,-0.6963147858650813
2108-05,-0.8355884349710024
2108-06,-0.8594600234295906
2108-07,-0.8733906328048221
2108-08,-0.8240976341294197
2108-09,-0.924163097394691
2108-10,-0.855488768187526
2108-11,-1.047710024646244
2108-12,-0.8308690147775557
2109-01,-1.0085862745192689
2109-02,-1.1640553212742053
2109-03,-1.1288998212073627
2109-04,-1.1648350398739615
2109-05,-0.9937010389957012
2109-06,-1.0401590417529412
2109-07,-1.062221521457738
2109-08,-0.9656052884888888
2109-09,-1.158577926215195
2109-10,-1.286260193262038
2109-11,-1.140865712122933
2109-12,-1.2878115660339617
2110-01,-1.1724622878124826
2110-02,-1.0134190838993784
2110-03,-1.1821334799137628
2110-04,-1.1271624948594847
2110-05,-1.2027199336403844
2110-06,-1.2743765630545818
2110-07,-1.4625807319119315
2110-08,-1.4243814107930584
2110-09,-1.4733599743199757
2110-10,-1.525134201087178
2110-11,-1.3829702095698702
2110-12,-1.3265944108547052
2111-01,-1.4358046482613145
2111-02,-1.4001524087453219
2111-03,-1.4066169783936913
2111-04,-1.3509749819179828
2111-05,-1.5310266297775865
2111-06,-1.551119089213972
2111-07,-1.4098082231688243
2111-08,-1.5747936094791604
2111-09,-1.4479439631420852
2111-10,-1.3832178314444328
2111-11,-1.4566718386106232
2111-12,-1.289673808408591
2112-01,-1.4530952999559734
2112-02,-1.2509267427529456
2112-03,-1.3332641162515833
2112-04,-1.2665798966293904
2112-05,-1.6025414858088638
2112-06,-1.2970391140277011
2112-07,-1.5951557257317424
2112-08,-1.3620595251597933
2112-09,-1.4124370586821755
2112-10,-1.305659185092349
2112-11,-1.3394346123050977
2112-12,-1.3392809205104304
2113-01,-1.3115279561927637
2113-02,-1.4655567527549382
2113-03,-1.149660454392825
2113-04,-1.2450130466647458
2113-05,-1.2738542388505545
2113-06,-1.357484061676935
2113-07,-1.11292747868868
2113-08,-1.339397764134231
2113-09,-1.0452284719825218
2113-10,-1.0799622982062473
2113-11,-1.0481862200211476
2113-12,-1.1338886687698262
2114-01,-0.9972507373924844
2114-02,-0.9955727514478094
2114-03,-0.9448029540885701
2114-04,-0.9565359290767911
2114-05,-0.867319968666241
2114-06,-0.8763315177913602
2114-07,-0.9613592433753453
2114-08,-1.0146761728255862
2114-09,-0.9712089539120004
2114-10,-0.9067526010624634
2114-11,-0.808332556334208
2114-12,-0.8870261710037602
2115-01,-0.6918638962704838
2115-02,-0.7777685672264866
2115-03,-0.7268830245654712
2115-04,-0.5339227218201665
2115-05,-0.6531472215057917
2115-06,-0.6474933815240101
2115-07,-0.4795634740441155
2115-08,-0.493152542569958
2115-09,-0.4578203441319505
2115-10,-0.47727793748743785
2115-11,-0.45055719187461685
2115-12,-0.24844382264498027
2116-01,-0.29871469432709974
2116-02,-0.1981397891177684
2116-03,-0.2009266267645556
2116-04,-0.13968516037223533
2116-05,-0.16876297312620966
2116-06,-0.10364623111589487
2116-07,-0.09944711348292415
2116-08,0.011768795991414607
2116-09,0.04908033007284794
2116-10,0.08290895525352884
2116-11,-0.04746491766274287
2116-12,0.1452475840964216
2117-01,0.17590666669946645
2117-02,0.1479869550981783
2117-03,0.19336268380081573
2117-04,0.34605567525342085
2117-05,0.38018435888130897
2117-06,0.33960032004505464
2117-07,0.28985423976437197
2117-08,0.6003243673749998
2117-09,0.4284326009408063
2117-10,0.3145676029742539
2117-11,0.5434722085827632
2117-12,0.6892313798655522
2118-01,0.490973620469793
2118-02,0.631621310350179
2118-03,0.6368401741880592
2118-04,0.8588879984718162
2118-05,0.6796394477635589
2118-06,1.041386347091449
2118-07,0.9055204241408271
2118-08,0.9625541957921866
2118-09,0.8702560026677515
2118-10,0.9849010961052495
2118-11,0.8999621057163218
2118-12,0.9363697966343516
2119-01,1.0110879615594912
2119-02,1.0113202933011893
2119-03,1.091825130441737
2119-04,1.0399528986802662
2119-05,1.052126315294266
2119-06,1.1388578847005457
2119-07,1.1070811223661656
2119-08,1.1256122135680593
2119-09,1.257321725022368
2119-10,1.1357006348770633
2119-11,1.2357869121964538
2119-12,1.2877473290157415
2120-01,1.2005794341147202
2120-02,1.0361901071640296
2120-03,1.2747276725631356
2120-04,1.3715106795599652
2120-05,1.3672832766431893
2120-06,1.2033730821305637
2120-07,1.3683148164209629
2120-08,1.3027943273157552
2120-09,1.2173063426135866
2120-10,1.253512814023073
2120-11,1.2606511100918503
2120-12,1.4211379267154023
2121-01,1.4075407368203123
2121-02,1.165426575677801
2121-03,1.4879891505080092
2121-04,1.4127188774611177
2121-05,1.4517360245097666
2121-06,1.4298961092541962
2121-07,1.300955464647834
2121-08,1.2935266745716583
2121-09,1.3118556042166079
2121-10,1.4847872859932398
2121-11,1.4206421505001579
2121-12,1.5819332789720013
2122-01,1.4036951204418715
2122-02,1.295158103550935
2122-03,1.5591837298128977
2122-04,1.2019406299296311
2122-05,1.225750571690732
2122-06,1.4175455410428053
2122-07,1.2896828648519614
2122-08,1.2578004915052845
2122-09,1.341172266506212
2122-10,1.2394535344798134
2122-11,1.2526737369970782
2122-12,1.4174871882670899
2123-01,1.2014036872708493
2123-02,1.43819259728597
2123-03,1.2545603784469974
2123-04,0.9839526721341527
2123-05,1.2292551582624758
2123-06,1.0753930346446712
2123-07,1.0325695264892918
2123-08,1.1453801737390596
2123-09,1.0877234666118136
2123-10,0.9324967509595891
2123-11,1.2242725908588141
2123-12,1.0750145394565453
2124-01,1.0514111555645285
2124-02,0.9974659306333321
2124-03,1.066220767349565
2124-04,0.9137210769744043
2124-05,0.8086359048110485
2124-06,0.8108740896191451
2124-07,0.7691475573365876
2124-08,0.7432508981127725
2124-09,0.686454749936263
2124-10,0.8192509595984903
2124-11,0.718576100037961
2124-12,0.646867523923168
2125-01,0.5188496563151651
2125-02,0.7017939676867603
2125-03,0.6035798764255464
2125-04,0.7122871851826077
2125-05,0.5676783186060368
2125-06,0.5257563229405768
2125-07,0.5764309422236193
2125-08,0.4331736186741168
2125-09,0.5865111629523552
2125-10,0.30094781642410195
2125-11,0.4524248690923738
2125-12,0.41719313717292666
2126-01,0.25206658937647974
2126-02,0.39604146565693893
2126-03,0.2772782613169138
2126-04,0.2684803603296362
2126-05,0.35671684406199683
2126-06,0.23014021315676203
2126-07,0.26955646201137495
2126-08,0.2270129031111117
2126-09,0.09378854179756806
2126-10,0.2556177242500782
2126-11,0.23638708739775294
2126-12,0.3304377832956092
2127-01,0.37839145404071034
2127-02,0.23739344997367126
2127-03,-0.062262460826004506
2127-04,0.10795959794054108
2127-05,0.13767625465902178
2127-06,0.06120397170525571
2127-07,0.03642406359324063
2127-08,-0.03721429230334797
2127-09,0.05854804377034652
2127-10,0.12955659729116095
2127-11,-0.09359715457890334
2127-12,-0.11107632422297534
2128-01,0.09859700850474365
2128-02,-0.0604964886061319
2128-03,-0.0032054622598890747
2128-04,0.020788726060190194
2128-05,-0.10285270342041597
2128-06,0.13755908428555252
2128-07,-0.036126460693335714
2128-08,0.013253526742143223
2128-09,-0.18321581703998682
2128-10,0.039544716726013895
2128-11,0.0036097285078180857
2128-12,-0.1832100589656675
2129-01,-0.19139419716254347
2129-02,-0.25081678931571205
2129-03,-0.09818867365063852
2129-04,-0.26485036733092177
2129-05,-0.012411596759093979
2129-06,-0.19337760328516626
2129-07,0.08469289466513696
2129-08,-0.14581241484332647
2129-09,-0.04326503633522244
2129-10,0.05419149699003717
2129-11,0.08694778678978861
2129-12,0.07074079176313834
2130-01,0.028843282458149877
2130-02,-0.006169596099122779
2130-03,0.056643898793731585
2130-04,0.2948954739998342
2130-05,0.014576627811171888
2130-06,0.06756853362146245
2130-07,0.09370532919715262
2130-08,0.24731427190043245
2130-09,0.23115580912055403
2130-10,-0.038924112634301594
2130-11,0.017898830691178425
2130-12,0.2085883162837994
2131-01,0.15306116695896743
2131-02,0.10619021153013672
2131-03,0.20030835057869345
2131-04,0.3025354838408256
2131-05,0.2914195908535125
2131-06,0.23432570520405382
2131-07,0.3048445603437361
2131-08,0.4105362876145225
2131-09,0.4003941206022212
2131-10,0.39897920162489414
2131-11,0.582062709048473
2131-12,0.43325995199607836
2132-01,0.3897625516953084
2132-02,0.4918170331332997
2132-03,0.6980817668371281
2132-04,0.4975046766449025
2132-05,0.5235900609989156
2132-06,0.7040540764518041
2132-07,0.7702840416946483
2132-08,0.784929723957666
2132-09,0.6085842876945999
2132-10,0.7598759223591608
2132-11,0.8773094912966096
2132-12,0.9034914983223473
2133-01,0.9877428496696617
2133-02,1.0535979545594776
2133-03,0.9007364452015876
2133-04,0.9120969127798971
2133-05,1.0688083969434652
2133-06,1.1110634666556498
2133-07,0.8155035233342969
2133-08,1.1526834756201814
2133-09,1.3014248820816174
2133-10,1.356914774352305
2133-11,1.212832027569511
2133-12,1.210766403884972
2134-01,1.2087729922473338
2134-02,1.2377794846608112
2134-03,1.6306520660216508
2134-04,1.4386812946788659
2134-05,1.5063967405819794
2134-06,1.3311584461898307
2134-07,1.413113886332509
2134-08,1.463402252896663
2134-09,1.504570713806222
2134-10,1.375382201919197
2134-11,1.3106213679334147
2134-12,1.6814620019686273
2135-01,1.6284627001477696
2135-02,1.7937985094595865
2135-03,1.5896180149111574
2135-04,1.6499362415745422
2135-05,1.8247182645523317
2135-06,1.6650911430360424
2135-07,1.777466596018438
2135-08,1.7898617179647822
2135-09,1.6508644766640086
2135-10,1.8186646045827206
2135-11,1.9321344701016
2135-12,1.9624737164882597
2136-01,1.8027018723917732
2136-02,1.9744164077922584
2136-03,1.8105308438127423
2136-04,1.9834271983600527
2136-05,1.7396616978920012
2136-06,1.8279159309968833
2136-07,1.8991291844996798
2136-08,1.9138458130292495
2136-09,1.9774955033142605
2136-10,1.7890999675093346
2136-11,1.9770829812452595
2136-12,1.9592928395098115
2137-01,1.9559654766123988
2137-02,1.717153272474947
2137-03,1.9091387698163464
2137-04,1.8748488581362017
2137-05,1.914762673582485
2137-06,1.8166144540324696
2137-07,1.9837048482604163
2137-08,1.9944888395101483
2137-09,1.8037892181747481
2137-10,1.853190089272935
2137-11,1.846487524223148
2137-12,1.9446299986940878
2138-01,1.7727907766173019
2138-02,1.8964688406619628
2138-03,1.9032978174738235
2138-04,1.7563719961132223
2138-05,1.8166863470373156
2138-06,1.6952291186304655
2138-07,1.782022520534098
2138-08,1.718292967777148
2138-09,1.8391269644687942
2138-10,1.8670927095108487
2138-11,1.9204413538655674
2138-12,1.535886768557105
2139-01,1.5940175564231003
2139-02,1.6524975929395376
2139-03,1.6109515573158901
2139-04,1.5017928955952764
2139-05,1.8445142419624434
2139-06,1.412694141577747
2139-07,1.586359676850564
2139-08,1.4366779095338673
2139-09,1.4005814865500135
2139-10,1.5739208434756706
2139-11,1.503797053998661
2139-12,1.318134150860051
2140-01,1.2412723174501707
2140-02,1.5964398149441463
2140-03,1.361169337545328
2140-04,1.371273538268
2140-05,1.1348440581820398
2140-06,1.433645972574359
2140-07,1.111611188286604
2140-08,1.0917335811674753
2140-09,1.3075075021128968
2140-10,1.0708240440360526
2140-11,0.9549921145859779
2140-12,0.9592626900159954
2141-01,0.8592869156398796
2141-02,0.9015764276679841
2141-03,1.0424070383462214
2141-04,0.7631846471256596
2141-05,0.7114667050664824
2141-06,0.6998783393331929
2141-07,0.6877008962679244
2141-08,0.7338635894092866
2141-09,0.7338123681920927
2141-10,0.8093651671430693
2141-11,0.6110249324348032
2141-12,0.5637409677992714
2142-01,0.4417046461051839
2142-02,0.500713946593111
2142-03,0.6342252925195254
2142-04,0.3371974984268701
2142-05,0.29852976201107273
2142-06,0.2245879068575507
2142-07,0.361062202378295
2142-08,0.11770808999445559
2142-09,0.3129548090548564
2142-10,-0.027798663606125595
2142-11,0.36862154835675537
2142-12,0.2485302255613234
2143-01,0.12687389833385654
2143-02,0.17823265896526763
2143-03,0.008723348109617678
2143-04,0.15249742508736264
2143-05,-0.036322510237898516
2143-06,-0.026528197454683936
2143-07,-0.10881086615624087
2143-08,-0.21121898645869372
2143-09,-0.20329974740108483
2143-10,-0.14365541890830386
2143-11,-0.23924370817420634
2143-12,-0.13260214053019698
2144-01,-0.3585635278792283
2144-02,-0.06791468224841612
2144-03,-0.38468647479743606
2144-04,-0.3336603044072979
2144-05,-0.3582651537489088
2144-06,-0.2726193323132172
2144-07,-0.40526833874248097
2144-08,-0.4188756268280851
2144-09,-0.5623391413929708
2144-10,-0.4517271234523751
2144-11,-0.45763088545001424
2144-12,-0.6625022809365944
2145-01,-0.6106400679977764
2145-02,-0.7132612660320455
2145-03,-0.6559215927289438
2145-04,-0.36000584253621326
2145-05,-0.7156574505884282
2145-06,-0.5821346939178386
2145-07,-0.38015014501135236
2145-08,-0.40391416914139244
2145-09,-0.7354121304359034
2145-10,-0.7212467915837639
2145-11,-0.7219145681008442
2145-12,-0.7290098767222886
2146-01,-0.6000391947268388
2146-02,-0.6853042226400364
2146-03,-0.6928011312046333
2146-04,-0.5146352363890512
2146-05,-0.5426541501849551
2146-06,-0.7137911621985179
2146-07,-0.7209649995475781
2146-08,-0.666649482324343
2146-09,-0.6200844871534462
2146-10,-0.6453391649372308
2146-11,-0.7351711781152558
2146-12,-0.6914818813900186
2147-01,-0.41903807138312865
2147-02,-0.7477315280951707
2147-03,-0.6359476422129039
2147-04,-0.6617351735754133
2147-05,-0.6292292829089104
2147-06,-0.4652944138590627
2147-07,-0.636499627594557
2147-08,-0.7369957452858333
2147-09,-0.4822242427188551
2147-10,-0.533394239048173
2147-11,-0.46104497538885436
2147-12,-0.5245775542341773
2148-01,-0.3734894692618861
2148-02,-0.527904764453752
2148-03,-0.3289769547917332
2148-04,-0.45367871844786767
2148-05,-0.5806493189056977
2148-06,-0.2249571904338702
2148-07,-0.3093658403140441
2148-08,-0.4040741495543908
2148-09,-0.3056300977022954
2148-10,-0.20180848166137527
2148-11,-0.29462905251773536
2148-12,-0.3245450404523076
2149-01,-0.2403182973774614
2149-02,-0.227853796261421
2149-03,-0.3614942044026372
2149-04,-0.1815028480335465
2149-05,-0.08594031350645619
2149-06,-0.09342904002569065
2149-07,-0.07840045421657532
2149-08,-0.17407055727444432
2149-09,-0.19064860214708496
2149-10,-0.012956842206746436
2149-11,-0.11443543979759749
2149-12,-0.019145750349048737
2150-01,-0.20729520509295032
2150-02,-0.12330537712691239
2150-03,0.0773673918509264
2150-04,0.06823696492183838
2150-05,0.20032810111741967
2150-06,0.09741386839209756
2150-07,0.1282709230984864
2150-08,0.17895684123917116
2150-09,0.21538146637027047
2150-10,0.14892987896812104
2150-11,0.2939090545576204
2150-12,0.25491199866105385
2151-01,0.48202730193220533
2151-02,0.3387255218913921
2151-03,0.30930871643289704
2151-04,0.40132640943798403
2151-05,0.4409527383668921
2151-06,0.31954817300794564
2151-07,0.2751326675249378
2151-08,0.5957284500871772
2151-09,0.4512437780635897
2151-10,0.5372734571868538
2151-11,0.5565121434124872
2151-12,0.7036447878302705
2152-01,0.5624740936280558
2152-02,0.5073819923110661
2152-03,0.41844327585641905
2152-04,0.6705722393881586
2152-05,0.566870115021919
2152-06,0.624636929997936
2152-07,0.5763133643101692
2152-08,0.5383413265515552
2152-09,0.6442339372780372
2152-10,0.7214617264024453
2152-11,0.50043172609136
2152-12,0.607144326094475
2153-01,0.7114667546702103
2153-02,0.5500852587840442
2153-03,0.6413048612938608
2153-04,0.9037433281894598
2153-05,0.5611111280840922
2153-06,0.6843692642790278
2153-07,0.7705745927356911
2153-08,0.6707337793833266
2153-09,0.6692705927046623
2153-10,0.7865506316411879
2153-11,0.6966052935097696
2153-12,0.6644953382804908
2154-01,0.6203094843127708
2154-02,0.7108129081125678
2154-03,0.608811148657108
2154-04,0.5539664917959463
2154-05,0.5857006426681041
2154-06,0.6713275155588883
2154-07,0.5646479919925741
2154-08,0.5307411928569213
2154-09,0.5876347368901845
2154-10,0.47602407367489985
2154-11,0.43775370958497567
2154-12,0.4734846323913252
2155-01,0.5162457215550527
2155-02,0.35307532052765744
2155-03,0.4940364281132572
2155-04,0.2681724585287106
2155-05,0.4336392231024007
2155-06,0.18174092006986997
2155-07,0.29574856338116934
2155-08,0.3747049256454159
2155-09,0.3704091544251128
2155-10,0.42068637995069247
2155-11,0.23877596125195433
2155-12,0.3519116576762917
2156-01,0.2384641728425727
2156-02,0.36098257833765257
2156-03,0.19117761631755825
2156-04,0.1389403155178802
2156-05,0.19316772484226669
2156-06,0.15496826475132092
2156-07,-0.05076843602143302
2156-08,0.07484418358010403
2156-09,0.009118447239893801
2156-10,-0.0717918840955473
2156-11,-0.11102402046203659
2156-12,-0.26540120059586714
2157-01,0.046496813415145555
2157-02,-0.4101405110228976
2157-03,-0.0031733594798515896
2157-04,-0.3077859778223939
2157-05,-0.30403979452289487
2157-06,-0.4889843662369783
2157-07,-0.3219712594254149
2157-08,-0.37154689729312584
2157-09,-0.4441248179697232
2157-10,-0.5637336161679495
2157-11,-0.41952454562871366
2157-12,-0.5135548600618481
2158-01,-0.8626387972763836
2158-02,-0.4984810845916585
2158-03,-0.6090488815676136
2158-04,-0.664308051022945
